PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_NAME;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_TACTICS;REQUIREMENTS_SUBTECHNIQUES;REQUIREMENTS_PLATFORMS;REQUIREMENTS_TECHNIQUEURL;REQUIREMENTS_ATTRIBUTES_SERVICES;REQUIREMENTS_ATTRIBUTES_CATEGORIES;REQUIREMENTS_ATTRIBUTES_VALUES;REQUIREMENTS_ATTRIBUTES_COMMENTS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1614;System Location Discovery;Adversaries may gather information in an attempt to calculate the geographical location of a victim host. Adversaries may use the information from System Location Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.;Discovery;;IaaS | Linux | Windows | macOS;https://attack.mitre.org/techniques/T1614/;AWS CloudTrail, AWS Systems Manager, Amazon GuardDuty, Amazon VPC;Detect, Detect, Detect, Protect;Partial, Minimal, Minimal, Minimal;AWS CloudTrail logs API calls that reveal location information, such as DescribeRegions, DescribeAvailabilityZones, and EC2 metadata service queries. These API calls can indicate adversaries attempting to determine the geographic location of AWS resources. However, detection is Partial because CloudTrail cannot monitor instance-level commands that query location information (like curl to EC2 metadata service) without additional logging mechanisms., AWS Systems Manager can detect system location discovery if Session Manager logging is enabled and commands are executed through Systems Manager. Commands querying region, availability zone, or geolocation information can be logged. However, this provides Minimal detection as it requires proper configuration and adversaries often use direct methods like EC2 metadata service that bypass Systems Manager., Amazon GuardDuty provides Minimal direct detection for system location discovery activities. GuardDuty focuses on detecting malicious network activity and compromised instances rather than reconnaissance queries about geographic location. Detection of location discovery would be indirect, potentially through identifying compromised instances that may be performing reconnaissance activities., Amazon VPC provides Minimal protection against system location discovery. While VPC configurations can restrict network access and limit exposure of metadata services through IMDSv2 requirements, adversaries with instance access can still query location information through AWS APIs and metadata services. VPC controls focus on network isolation rather than preventing location discovery.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1614;System Location Discovery;Adversaries may gather information in an attempt to calculate the geographical location of a victim host. Adversaries may use the information from System Location Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.;Discovery;;IaaS | Linux | Windows | macOS;https://attack.mitre.org/techniques/T1614/;AWS CloudTrail, AWS Systems Manager, Amazon GuardDuty, Amazon VPC;Detect, Detect, Detect, Protect;Partial, Minimal, Minimal, Minimal;AWS CloudTrail logs API calls that reveal location information, such as DescribeRegions, DescribeAvailabilityZones, and EC2 metadata service queries. These API calls can indicate adversaries attempting to determine the geographic location of AWS resources. However, detection is Partial because CloudTrail cannot monitor instance-level commands that query location information (like curl to EC2 metadata service) without additional logging mechanisms., AWS Systems Manager can detect system location discovery if Session Manager logging is enabled and commands are executed through Systems Manager. Commands querying region, availability zone, or geolocation information can be logged. However, this provides Minimal detection as it requires proper configuration and adversaries often use direct methods like EC2 metadata service that bypass Systems Manager., Amazon GuardDuty provides Minimal direct detection for system location discovery activities. GuardDuty focuses on detecting malicious network activity and compromised instances rather than reconnaissance queries about geographic location. Detection of location discovery would be indirect, potentially through identifying compromised instances that may be performing reconnaissance activities., Amazon VPC provides Minimal protection against system location discovery. While VPC configurations can restrict network access and limit exposure of metadata services through IMDSv2 requirements, adversaries with instance access can still query location information through AWS APIs and metadata services. VPC controls focus on network isolation rather than preventing location discovery.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1614;System Location Discovery;Adversaries may gather information in an attempt to calculate the geographical location of a victim host. Adversaries may use the information from System Location Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.;Discovery;;IaaS | Linux | Windows | macOS;https://attack.mitre.org/techniques/T1614/;AWS CloudTrail, AWS Systems Manager, Amazon GuardDuty, Amazon VPC;Detect, Detect, Detect, Protect;Partial, Minimal, Minimal, Minimal;AWS CloudTrail logs API calls that reveal location information, such as DescribeRegions, DescribeAvailabilityZones, and EC2 metadata service queries. These API calls can indicate adversaries attempting to determine the geographic location of AWS resources. However, detection is Partial because CloudTrail cannot monitor instance-level commands that query location information (like curl to EC2 metadata service) without additional logging mechanisms., AWS Systems Manager can detect system location discovery if Session Manager logging is enabled and commands are executed through Systems Manager. Commands querying region, availability zone, or geolocation information can be logged. However, this provides Minimal detection as it requires proper configuration and adversaries often use direct methods like EC2 metadata service that bypass Systems Manager., Amazon GuardDuty provides Minimal direct detection for system location discovery activities. GuardDuty focuses on detecting malicious network activity and compromised instances rather than reconnaissance queries about geographic location. Detection of location discovery would be indirect, potentially through identifying compromised instances that may be performing reconnaissance activities., Amazon VPC provides Minimal protection against system location discovery. While VPC configurations can restrict network access and limit exposure of metadata services through IMDSv2 requirements, adversaries with instance access can still query location information through AWS APIs and metadata services. VPC controls focus on network isolation rather than preventing location discovery.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1614;System Location Discovery;Adversaries may gather information in an attempt to calculate the geographical location of a victim host. Adversaries may use the information from System Location Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.;Discovery;;IaaS | Linux | Windows | macOS;https://attack.mitre.org/techniques/T1614/;AWS CloudTrail, AWS Systems Manager, Amazon GuardDuty, Amazon VPC;Detect, Detect, Detect, Protect;Partial, Minimal, Minimal, Minimal;AWS CloudTrail logs API calls that reveal location information, such as DescribeRegions, DescribeAvailabilityZones, and EC2 metadata service queries. These API calls can indicate adversaries attempting to determine the geographic location of AWS resources. However, detection is Partial because CloudTrail cannot monitor instance-level commands that query location information (like curl to EC2 metadata service) without additional logging mechanisms., AWS Systems Manager can detect system location discovery if Session Manager logging is enabled and commands are executed through Systems Manager. Commands querying region, availability zone, or geolocation information can be logged. However, this provides Minimal detection as it requires proper configuration and adversaries often use direct methods like EC2 metadata service that bypass Systems Manager., Amazon GuardDuty provides Minimal direct detection for system location discovery activities. GuardDuty focuses on detecting malicious network activity and compromised instances rather than reconnaissance queries about geographic location. Detection of location discovery would be indirect, potentially through identifying compromised instances that may be performing reconnaissance activities., Amazon VPC provides Minimal protection against system location discovery. While VPC configurations can restrict network access and limit exposure of metadata services through IMDSv2 requirements, adversaries with instance access can still query location information through AWS APIs and metadata services. VPC controls focus on network isolation rather than preventing location discovery.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1082;System Information Discovery;An adversary may attempt to get detailed information about the operating system and hardware, including version, patches, hotfixes, service packs, and architecture. Adversaries may use the information from System Information Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.;Discovery;;IaaS | Linux | Network | Windows | macOS;https://attack.mitre.org/techniques/T1082/;AWS CloudTrail, AWS Systems Manager, Amazon Inspector, Amazon GuardDuty;Detect, Detect, Protect, Detect;Partial, Partial, Minimal, Minimal;AWS CloudTrail logs API calls related to system information discovery such as DescribeInstances, DescribeInstanceTypes, DescribeImages, and DescribeInstanceAttribute. These API calls can reveal adversaries gathering information about EC2 instances, their configurations, and capabilities. However, detection is Partial as CloudTrail cannot monitor commands executed within instances (like uname, systeminfo, or hostnamectl) without additional logging agents., AWS Systems Manager Inventory and Session Manager can detect system information discovery when properly configured. Systems Manager Inventory automatically collects metadata about instances including OS version, installed applications, and configurations. Session Manager logging can capture reconnaissance commands. However, coverage is Partial as it requires Systems Manager Agent installation and adversaries may use alternative discovery methods., Amazon Inspector assesses EC2 instances and container images for software vulnerabilities and network exposure, providing visibility into system configurations. While Inspector maintains an inventory of system information, it provides only Minimal protection against adversary discovery activities as Inspector focuses on vulnerability assessment rather than preventing reconnaissance. Inspector data could help defenders understand what information adversaries might discover., Amazon GuardDuty provides Minimal direct detection for system information discovery activities. GuardDuty focuses on detecting malicious activities and compromised instances rather than reconnaissance commands. Detection would be indirect through identifying compromised instances that may be performing system enumeration as part of broader attack patterns.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1082;System Information Discovery;An adversary may attempt to get detailed information about the operating system and hardware, including version, patches, hotfixes, service packs, and architecture. Adversaries may use the information from System Information Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.;Discovery;;IaaS | Linux | Network | Windows | macOS;https://attack.mitre.org/techniques/T1082/;AWS CloudTrail, AWS Systems Manager, Amazon Inspector, Amazon GuardDuty;Detect, Detect, Protect, Detect;Partial, Partial, Minimal, Minimal;AWS CloudTrail logs API calls related to system information discovery such as DescribeInstances, DescribeInstanceTypes, DescribeImages, and DescribeInstanceAttribute. These API calls can reveal adversaries gathering information about EC2 instances, their configurations, and capabilities. However, detection is Partial as CloudTrail cannot monitor commands executed within instances (like uname, systeminfo, or hostnamectl) without additional logging agents., AWS Systems Manager Inventory and Session Manager can detect system information discovery when properly configured. Systems Manager Inventory automatically collects metadata about instances including OS version, installed applications, and configurations. Session Manager logging can capture reconnaissance commands. However, coverage is Partial as it requires Systems Manager Agent installation and adversaries may use alternative discovery methods., Amazon Inspector assesses EC2 instances and container images for software vulnerabilities and network exposure, providing visibility into system configurations. While Inspector maintains an inventory of system information, it provides only Minimal protection against adversary discovery activities as Inspector focuses on vulnerability assessment rather than preventing reconnaissance. Inspector data could help defenders understand what information adversaries might discover., Amazon GuardDuty provides Minimal direct detection for system information discovery activities. GuardDuty focuses on detecting malicious activities and compromised instances rather than reconnaissance commands. Detection would be indirect through identifying compromised instances that may be performing system enumeration as part of broader attack patterns.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1082;System Information Discovery;An adversary may attempt to get detailed information about the operating system and hardware, including version, patches, hotfixes, service packs, and architecture. Adversaries may use the information from System Information Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.;Discovery;;IaaS | Linux | Network | Windows | macOS;https://attack.mitre.org/techniques/T1082/;AWS CloudTrail, AWS Systems Manager, Amazon Inspector, Amazon GuardDuty;Detect, Detect, Protect, Detect;Partial, Partial, Minimal, Minimal;AWS CloudTrail logs API calls related to system information discovery such as DescribeInstances, DescribeInstanceTypes, DescribeImages, and DescribeInstanceAttribute. These API calls can reveal adversaries gathering information about EC2 instances, their configurations, and capabilities. However, detection is Partial as CloudTrail cannot monitor commands executed within instances (like uname, systeminfo, or hostnamectl) without additional logging agents., AWS Systems Manager Inventory and Session Manager can detect system information discovery when properly configured. Systems Manager Inventory automatically collects metadata about instances including OS version, installed applications, and configurations. Session Manager logging can capture reconnaissance commands. However, coverage is Partial as it requires Systems Manager Agent installation and adversaries may use alternative discovery methods., Amazon Inspector assesses EC2 instances and container images for software vulnerabilities and network exposure, providing visibility into system configurations. While Inspector maintains an inventory of system information, it provides only Minimal protection against adversary discovery activities as Inspector focuses on vulnerability assessment rather than preventing reconnaissance. Inspector data could help defenders understand what information adversaries might discover., Amazon GuardDuty provides Minimal direct detection for system information discovery activities. GuardDuty focuses on detecting malicious activities and compromised instances rather than reconnaissance commands. Detection would be indirect through identifying compromised instances that may be performing system enumeration as part of broader attack patterns.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1082;System Information Discovery;An adversary may attempt to get detailed information about the operating system and hardware, including version, patches, hotfixes, service packs, and architecture. Adversaries may use the information from System Information Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.;Discovery;;IaaS | Linux | Network | Windows | macOS;https://attack.mitre.org/techniques/T1082/;AWS CloudTrail, AWS Systems Manager, Amazon Inspector, Amazon GuardDuty;Detect, Detect, Protect, Detect;Partial, Partial, Minimal, Minimal;AWS CloudTrail logs API calls related to system information discovery such as DescribeInstances, DescribeInstanceTypes, DescribeImages, and DescribeInstanceAttribute. These API calls can reveal adversaries gathering information about EC2 instances, their configurations, and capabilities. However, detection is Partial as CloudTrail cannot monitor commands executed within instances (like uname, systeminfo, or hostnamectl) without additional logging agents., AWS Systems Manager Inventory and Session Manager can detect system information discovery when properly configured. Systems Manager Inventory automatically collects metadata about instances including OS version, installed applications, and configurations. Session Manager logging can capture reconnaissance commands. However, coverage is Partial as it requires Systems Manager Agent installation and adversaries may use alternative discovery methods., Amazon Inspector assesses EC2 instances and container images for software vulnerabilities and network exposure, providing visibility into system configurations. While Inspector maintains an inventory of system information, it provides only Minimal protection against adversary discovery activities as Inspector focuses on vulnerability assessment rather than preventing reconnaissance. Inspector data could help defenders understand what information adversaries might discover., Amazon GuardDuty provides Minimal direct detection for system information discovery activities. GuardDuty focuses on detecting malicious activities and compromised instances rather than reconnaissance commands. Detection would be indirect through identifying compromised instances that may be performing system enumeration as part of broader attack patterns.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1518;Software Discovery;Adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment. Adversaries may use the information from Software Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.;Discovery;T1518.001 - Security Software Discovery;Azure AD | Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1518/;AWS Systems Manager, AWS CloudTrail, Amazon Inspector, Amazon GuardDuty;Detect, Detect, Detect, Detect;Significant, Partial, Partial, Minimal;AWS Systems Manager Inventory provides Significant detection capability for software discovery activities by automatically collecting detailed information about installed applications, AWS components, and patches on managed instances. Systems Manager maintains a comprehensive inventory of software across EC2 instances and on-premises systems, making it possible to detect when adversaries query or enumerate installed software. Session Manager logging can also capture software enumeration commands., AWS CloudTrail logs API calls related to software and service discovery such as ListImages, DescribeImages, and GetInventory. These API calls can indicate adversaries attempting to enumerate software and configurations in the cloud environment. However, detection is Partial because CloudTrail cannot monitor instance-level software enumeration commands (like rpm, dpkg, or wmic) without additional agents or logging mechanisms., Amazon Inspector maintains an inventory of software packages and their versions as part of its vulnerability assessment process. This inventory can reveal what software adversaries might discover on systems. However, Inspector provides only Partial detection as it focuses on vulnerability scanning rather than detecting active software enumeration by adversaries. Inspector data is useful for understanding the software attack surface., Amazon GuardDuty provides Minimal direct detection for software discovery activities. GuardDuty focuses on detecting malicious behavior and compromised resources rather than reconnaissance activities like software enumeration. Detection would be indirect, potentially identifying compromised instances that may be performing software discovery as part of broader attack patterns.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1518;Software Discovery;Adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment. Adversaries may use the information from Software Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.;Discovery;T1518.001 - Security Software Discovery;Azure AD | Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1518/;AWS Systems Manager, AWS CloudTrail, Amazon Inspector, Amazon GuardDuty;Detect, Detect, Detect, Detect;Significant, Partial, Partial, Minimal;AWS Systems Manager Inventory provides Significant detection capability for software discovery activities by automatically collecting detailed information about installed applications, AWS components, and patches on managed instances. Systems Manager maintains a comprehensive inventory of software across EC2 instances and on-premises systems, making it possible to detect when adversaries query or enumerate installed software. Session Manager logging can also capture software enumeration commands., AWS CloudTrail logs API calls related to software and service discovery such as ListImages, DescribeImages, and GetInventory. These API calls can indicate adversaries attempting to enumerate software and configurations in the cloud environment. However, detection is Partial because CloudTrail cannot monitor instance-level software enumeration commands (like rpm, dpkg, or wmic) without additional agents or logging mechanisms., Amazon Inspector maintains an inventory of software packages and their versions as part of its vulnerability assessment process. This inventory can reveal what software adversaries might discover on systems. However, Inspector provides only Partial detection as it focuses on vulnerability scanning rather than detecting active software enumeration by adversaries. Inspector data is useful for understanding the software attack surface., Amazon GuardDuty provides Minimal direct detection for software discovery activities. GuardDuty focuses on detecting malicious behavior and compromised resources rather than reconnaissance activities like software enumeration. Detection would be indirect, potentially identifying compromised instances that may be performing software discovery as part of broader attack patterns.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1518;Software Discovery;Adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment. Adversaries may use the information from Software Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.;Discovery;T1518.001 - Security Software Discovery;Azure AD | Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1518/;AWS Systems Manager, AWS CloudTrail, Amazon Inspector, Amazon GuardDuty;Detect, Detect, Detect, Detect;Significant, Partial, Partial, Minimal;AWS Systems Manager Inventory provides Significant detection capability for software discovery activities by automatically collecting detailed information about installed applications, AWS components, and patches on managed instances. Systems Manager maintains a comprehensive inventory of software across EC2 instances and on-premises systems, making it possible to detect when adversaries query or enumerate installed software. Session Manager logging can also capture software enumeration commands., AWS CloudTrail logs API calls related to software and service discovery such as ListImages, DescribeImages, and GetInventory. These API calls can indicate adversaries attempting to enumerate software and configurations in the cloud environment. However, detection is Partial because CloudTrail cannot monitor instance-level software enumeration commands (like rpm, dpkg, or wmic) without additional agents or logging mechanisms., Amazon Inspector maintains an inventory of software packages and their versions as part of its vulnerability assessment process. This inventory can reveal what software adversaries might discover on systems. However, Inspector provides only Partial detection as it focuses on vulnerability scanning rather than detecting active software enumeration by adversaries. Inspector data is useful for understanding the software attack surface., Amazon GuardDuty provides Minimal direct detection for software discovery activities. GuardDuty focuses on detecting malicious behavior and compromised resources rather than reconnaissance activities like software enumeration. Detection would be indirect, potentially identifying compromised instances that may be performing software discovery as part of broader attack patterns.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1518;Software Discovery;Adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment. Adversaries may use the information from Software Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.;Discovery;T1518.001 - Security Software Discovery;Azure AD | Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1518/;AWS Systems Manager, AWS CloudTrail, Amazon Inspector, Amazon GuardDuty;Detect, Detect, Detect, Detect;Significant, Partial, Partial, Minimal;AWS Systems Manager Inventory provides Significant detection capability for software discovery activities by automatically collecting detailed information about installed applications, AWS components, and patches on managed instances. Systems Manager maintains a comprehensive inventory of software across EC2 instances and on-premises systems, making it possible to detect when adversaries query or enumerate installed software. Session Manager logging can also capture software enumeration commands., AWS CloudTrail logs API calls related to software and service discovery such as ListImages, DescribeImages, and GetInventory. These API calls can indicate adversaries attempting to enumerate software and configurations in the cloud environment. However, detection is Partial because CloudTrail cannot monitor instance-level software enumeration commands (like rpm, dpkg, or wmic) without additional agents or logging mechanisms., Amazon Inspector maintains an inventory of software packages and their versions as part of its vulnerability assessment process. This inventory can reveal what software adversaries might discover on systems. However, Inspector provides only Partial detection as it focuses on vulnerability scanning rather than detecting active software enumeration by adversaries. Inspector data is useful for understanding the software attack surface., Amazon GuardDuty provides Minimal direct detection for software discovery activities. GuardDuty focuses on detecting malicious behavior and compromised resources rather than reconnaissance activities like software enumeration. Detection would be indirect, potentially identifying compromised instances that may be performing software discovery as part of broader attack patterns.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1069;Permission Groups Discovery;Adversaries may attempt to discover group and permission settings. This information can help adversaries determine which user accounts and groups are available, the membership of users in particular groups, and which users and groups have elevated permissions.;Discovery;T1069.003 - Cloud Groups;Azure AD | Containers | Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1069/;AWS CloudTrail, AWS IAM Access Analyzer, Amazon GuardDuty, AWS IAM;Detect, Detect, Detect, Protect;Significant, Partial, Partial, Minimal;AWS CloudTrail provides Significant detection capability for permission and group discovery activities by logging all IAM API calls such as ListUsers, ListGroups, GetUser, GetGroup, ListGroupsForUser, GetPolicy, GetRolePolicy, and SimulatePrincipalPolicy. These API calls directly indicate adversaries enumerating users, groups, roles, and their permissions. CloudTrail captures comprehensive details about who performed the enumeration and when, enabling effective detection of reconnaissance activities., AWS IAM Access Analyzer can help detect unusual permission configurations and external access to resources, providing visibility into permissions that adversaries might discover. However, Access Analyzer provides only Partial detection for group discovery activities as it focuses on analyzing resource policies and external access rather than actively monitoring enumeration attempts. It's more useful for understanding what adversaries would find rather than detecting their discovery actions., Amazon GuardDuty can detect anomalous patterns of IAM enumeration through findings related to reconnaissance activities. GuardDuty identifies unusual API call patterns that may indicate permission and group discovery, particularly when performed by compromised credentials or from unusual locations. Coverage is Partial as GuardDuty focuses on anomalous behavior rather than all permission enumeration activities, which may be legitimate in many contexts., AWS IAM provides Minimal protection against permission group discovery through permission boundaries and service control policies that can restrict enumeration capabilities. However, most users and roles require some level of permission to discover groups and permissions for legitimate operational purposes, making it difficult to prevent discovery without impacting normal operations. IAM focuses more on access control than preventing reconnaissance.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
aws;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;;;2026-07-10 20:52:06.368954;T1069;Permission Groups Discovery;Adversaries may attempt to discover group and permission settings. This information can help adversaries determine which user accounts and groups are available, the membership of users in particular groups, and which users and groups have elevated permissions.;Discovery;T1069.003 - Cloud Groups;Azure AD | Containers | Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1069/;AWS CloudTrail, AWS IAM Access Analyzer, Amazon GuardDuty, AWS IAM;Detect, Detect, Detect, Protect;Significant, Partial, Partial, Minimal;AWS CloudTrail provides Significant detection capability for permission and group discovery activities by logging all IAM API calls such as ListUsers, ListGroups, GetUser, GetGroup, ListGroupsForUser, GetPolicy, GetRolePolicy, and SimulatePrincipalPolicy. These API calls directly indicate adversaries enumerating users, groups, roles, and their permissions. CloudTrail captures comprehensive details about who performed the enumeration and when, enabling effective detection of reconnaissance activities., AWS IAM Access Analyzer can help detect unusual permission configurations and external access to resources, providing visibility into permissions that adversaries might discover. However, Access Analyzer provides only Partial detection for group discovery activities as it focuses on analyzing resource policies and external access rather than actively monitoring enumeration attempts. It's more useful for understanding what adversaries would find rather than detecting their discovery actions., Amazon GuardDuty can detect anomalous patterns of IAM enumeration through findings related to reconnaissance activities. GuardDuty identifies unusual API call patterns that may indicate permission and group discovery, particularly when performed by compromised credentials or from unusual locations. Coverage is Partial as GuardDuty focuses on anomalous behavior rather than all permission enumeration activities, which may be legitimate in many contexts., AWS IAM provides Minimal protection against permission group discovery through permission boundaries and service control policies that can restrict enumeration capabilities. However, most users and roles require some level of permission to discover groups and permissions for legitimate operational purposes, making it difficult to prevent discovery without impacting normal operations. IAM focuses more on access control than preventing reconnaissance.;MANUAL;Manual check;manual_check;manual;False;Manual check;MITRE-ATTACK;MITRE ATT&CK compliance framework
